trial,unsafe_selected,total_regret
1083,736,42.36054956453981
1084,723,40.49101756170383
1085,724,41.28316885470908
1086,738,41.52108938498173
1087,730,42.19887498411677
1088,743,41.88240594220902
1089,741,41.555737603225346
1090,742,42.28994715131836
1091,746,42.58204680987849
1092,785,45.06143934551468
1093,728,40.80138069540505
1094,736,41.275625938342756
1095,734,41.83322616122784
1096,725,43.74145631332273
1097,721,40.982228094526555
1098,710,40.87182569894561
1099,741,41.78029614650789
1100,701,40.23672079961889
1101,738,42.301280720937754
1102,720,40.39446159102435
1103,750,42.66318478317398
1104,724,40.8070786090089
1105,743,43.028908466575125
1106,753,43.07398576131981
1107,720,40.64134407501899
1108,735,42.59953733420114
1109,702,40.14818867920494
1110,726,41.53406700401889
1111,717,40.47024065623743
1112,742,42.49494319170318
1113,708,39.94287116478123
1114,718,40.20309264759714
1115,730,41.06923126129685
1116,738,41.83127818321359
1117,714,39.65696620796085
1118,744,43.05614480689082
1119,726,41.09085567786299
1120,721,41.09145728643209
1121,746,41.29530410995297
1122,733,42.56723172429623
1123,730,41.15464386650352
1124,740,42.85691310772515
1125,719,41.14467109601833
1126,713,40.72999900015443
1127,756,43.19272355360449
1128,726,41.12645980427581
1129,709,39.68332385752133
1130,697,39.33934601297734
1131,732,40.54298211047035
1132,736,42.09020478080859
1133,721,41.357473011015465
1134,690,39.823789461623974
1135,722,41.984322804808734
1136,717,40.93980177801669
1137,728,42.66220814468284
1138,723,41.68629933850665
1139,724,42.08830753039116
1140,752,42.23241018248708
1141,739,42.31873651301162
1142,735,42.301785784580275
1143,716,42.00010508555162
1144,722,40.745936035869086
